RecordType,Category,Amount,EmployeeRole,Shift,ContractType,Campaign,Service,ProjectedExpense,ActualExpense,CustomerType,FoodSegment,VisitDateTime
Fixed Cost,Insurance,4524.72,,,,,,,,Regular,Wine,9/18/2024
Variable Cost,Inventory Purchase,6810.9,,,,,,,,Regular,Continental,04-11-2024
Tech Fee,Tech Services,122.47,,,,,Website Hosting,,,First-timer,Snacks,5/31/2024
Tech Fee,Tech Services,151.23,,,,,Website Hosting,,,Seldom,Continental,5/17/2024
Projected vs Actual,Expense Monitoring,,,,,,,6325.76,6577.45,Seldom,Continental,11-06-2024
Employee Salary,Payroll,4438.92,Server,Morning,Full-time,,,,,Tourist,Snacks,04-05-2024
Employee Salary,Payroll,1226.82,Manager,Evening,Part-time,,,,,Tourist,Snacks,04-09-2024
Tech Fee,Tech Services,143.77,,,,,Website Hosting,,,Tourist,Continental,9/23/2024
Projected vs Actual,Expense Monitoring,,,,,,,3016.56,2667.0,First-timer,Continental,1/17/2025
Variable Cost,Inventory Purchase,6522.59,,,,,,,,Tourist,Snacks,7/18/2024
Projected vs Actual,Expense Monitoring,,,,,,,681.28,293.97,Tourist,Snacks,7/19/2024
Tech Fee,Tech Services,388.34,,,,,CRM Platform,,,First-timer,Irish,07-07-2024
Employee Salary,Payroll,2558.2,Chef,Morning,Full-time,,,,,Seldom,Snacks,9/15/2024
Marketing Spend,Advertising,6517.72,,,,Spring Promo,,,,Tourist,Wine,06-11-2024
Marketing Spend,Advertising,1114.77,,,,New Menu Launch,,,,Tourist,Wine,12/18/2024
Fixed Cost,Insurance,2109.38,,,,,,,,Tourist,Irish,12/13/2024
Variable Cost,Marketing Campaign,5772.98,,,,,,,,Tourist,Wine,12/17/2024
Marketing Spend,Advertising,2899.0,,,,Christmas Special,,,,Seldom,Snacks,3/24/2024
Fixed Cost,Utilities,2863.41,,,,,,,,Regular,Irish,06-05-2024
Marketing Spend,Advertising,4137.98,,,,Summer Happy Hour,,,,Tourist,Irish,03-05-2025
Tech Fee,Tech Services,215.74,,,,,Website Hosting,,,Tourist,Wine,5/18/2024
Marketing Spend,Advertising,4916.6,,,,New Menu Launch,,,,Regular,Wine,4/17/2024
Projected vs Actual,Expense Monitoring,,,,,,,6163.2,6664.82,Seldom,Irish,6/15/2024
Employee Salary,Payroll,2940.22,Chef,Evening,Full-time,,,,,Regular,Irish,2/19/2025
Fixed Cost,Utilities,1465.06,,,,,,,,Regular,Irish,10-05-2024
Variable Cost,Marketing Campaign,8925.39,,,,,,,,Tourist,Snacks,01-10-2025
Employee Salary,Payroll,3717.57,Chef,Evening,Contract,,,,,Regular,Snacks,1/15/2025
Variable Cost,Inventory Purchase,8286.8,,,,,,,,Regular,Wine,05-06-2024
Fixed Cost,Insurance,2735.26,,,,,,,,Regular,Irish,8/31/2024
Marketing Spend,Advertising,3138.4,,,,New Menu Launch,,,,Regular,Continental,2/24/2025
Variable Cost,Marketing Campaign,4516.53,,,,,,,,First-timer,Irish,04-04-2024
Variable Cost,Marketing Campaign,4758.0,,,,,,,,Tourist,Irish,06-08-2024
Variable Cost,Inventory Purchase,8832.28,,,,,,,,First-timer,Irish,3/16/2024
Variable Cost,Marketing Campaign,5930.54,,,,,,,,First-timer,Irish,7/30/2024
Fixed Cost,Insurance,515.25,,,,,,,,Regular,Continental,8/28/2024
Projected vs Actual,Expense Monitoring,,,,,,,5784.4,4982.79,First-timer,Continental,9/22/2024
Fixed Cost,Insurance,3774.69,,,,,,,,Seldom,Snacks,09-08-2024
Fixed Cost,Insurance,562.92,,,,,,,,Seldom,Continental,01-08-2025
Marketing Spend,Advertising,4995.93,,,,Christmas Special,,,,First-timer,Snacks,9/26/2024
Marketing Spend,Advertising,6664.85,,,,Christmas Special,,,,First-timer,Wine,8/28/2024
Projected vs Actual,Expense Monitoring,,,,,,,4069.45,4978.139999999999,Tourist,Continental,1/22/2025
Projected vs Actual,Expense Monitoring,,,,,,,7434.75,6642.77,First-timer,Snacks,7/20/2024
Variable Cost,Marketing Campaign,2338.38,,,,,,,,Seldom,Irish,09-03-2024
Tech Fee,Tech Services,188.85,,,,,Website Hosting,,,Tourist,Snacks,08-10-2024
Marketing Spend,Advertising,462.59,,,,Summer Happy Hour,,,,Regular,Wine,10-01-2024
Variable Cost,Marketing Campaign,2323.92,,,,,,,,Regular,Wine,11/15/2024
Tech Fee,Tech Services,82.15,,,,,CRM Platform,,,Seldom,Continental,06-06-2024
Marketing Spend,Advertising,5146.3,,,,Christmas Special,,,,First-timer,Snacks,3/31/2024
Fixed Cost,Utilities,600.65,,,,,,,,Regular,Irish,08-12-2024
Employee Salary,Payroll,1260.02,Chef,Morning,Contract,,,,,First-timer,Snacks,5/26/2024
Projected vs Actual,Expense Monitoring,,,,,,,4919.09,5172.02,First-timer,Wine,9/13/2024
Variable Cost,Inventory Purchase,6655.64,,,,,,,,Regular,Continental,08-03-2024
Variable Cost,Inventory Purchase,3235.8,,,,,,,,Tourist,Wine,1/21/2025
Fixed Cost,Utilities,1113.13,,,,,,,,Seldom,Snacks,09-10-2024
Fixed Cost,Utilities,1591.6,,,,,,,,Regular,Wine,11/13/2024
Projected vs Actual,Expense Monitoring,,,,,,,2638.5,2029.35,Tourist,Snacks,08-01-2024
Variable Cost,Marketing Campaign,3357.87,,,,,,,,Seldom,Wine,01-03-2025
Variable Cost,Inventory Purchase,9968.8,,,,,,,,First-timer,Irish,01-12-2025
Variable Cost,Inventory Purchase,8527.45,,,,,,,,Seldom,Continental,9/23/2024
Tech Fee,Tech Services,379.11,,,,,Website Hosting,,,First-timer,Wine,6/14/2024
Fixed Cost,Insurance,4914.08,,,,,,,,Tourist,Irish,02-09-2025
Fixed Cost,Rent,3217.45,,,,,,,,Tourist,Continental,04-12-2024
Employee Salary,Payroll,1839.73,Server,Morning,Full-time,,,,,First-timer,Snacks,8/31/2024
Employee Salary,Payroll,1780.7,Manager,Night,Full-time,,,,,First-timer,Wine,12/26/2024
Projected vs Actual,Expense Monitoring,,,,,,,5084.88,4173.83,Tourist,Continental,9/20/2024
Tech Fee,Tech Services,310.82,,,,,Website Hosting,,,First-timer,Irish,6/25/2024
Marketing Spend,Advertising,6100.68,,,,New Menu Launch,,,,First-timer,Wine,12/19/2024
Fixed Cost,Rent,569.15,,,,,,,,Seldom,Continental,12-01-2024
Projected vs Actual,Expense Monitoring,,,,,,,5919.85,5562.55,First-timer,Continental,01-03-2025
Marketing Spend,Advertising,2137.12,,,,Spring Promo,,,,Tourist,Irish,02-10-2025
Fixed Cost,Utilities,637.72,,,,,,,,First-timer,Snacks,4/30/2024
Tech Fee,Tech Services,274.39,,,,,Website Hosting,,,Regular,Wine,9/18/2024
Tech Fee,Tech Services,133.72,,,,,CRM Platform,,,Regular,Irish,7/24/2024
Tech Fee,Tech Services,489.58,,,,,CRM Platform,,,First-timer,Continental,4/27/2024
Tech Fee,Tech Services,407.88,,,,,CRM Platform,,,Regular,Continental,3/19/2024
Fixed Cost,Rent,1029.2,,,,,,,,First-timer,Snacks,7/14/2024
Projected vs Actual,Expense Monitoring,,,,,,,4118.39,4313.09,Seldom,Wine,6/15/2024
Fixed Cost,Utilities,3971.43,,,,,,,,Regular,Irish,09-05-2024
Marketing Spend,Advertising,1654.75,,,,Christmas Special,,,,Tourist,Continental,9/23/2024
Projected vs Actual,Expense Monitoring,,,,,,,5509.53,6122.24,First-timer,Continental,11-07-2024
Marketing Spend,Advertising,3209.06,,,,Spring Promo,,,,Seldom,Continental,10/27/2024
Projected vs Actual,Expense Monitoring,,,,,,,7692.83,7697.64,Regular,Continental,4/27/2024
Employee Salary,Payroll,3889.73,Chef,Night,Contract,,,,,Regular,Snacks,11-12-2024
Variable Cost,Marketing Campaign,2277.91,,,,,,,,Seldom,Snacks,05-01-2024
Marketing Spend,Advertising,5069.67,,,,Christmas Special,,,,Seldom,Wine,04-03-2024
Projected vs Actual,Expense Monitoring,,,,,,,4318.12,4184.62,Regular,Irish,11-07-2024
Tech Fee,Tech Services,108.81,,,,,Website Hosting,,,Seldom,Snacks,9/15/2024
Tech Fee,Tech Services,203.39,,,,,Website Hosting,,,First-timer,Snacks,6/15/2024
Projected vs Actual,Expense Monitoring,,,,,,,2393.23,1430.35,First-timer,Continental,01-03-2025
Tech Fee,Tech Services,340.16,,,,,CRM Platform,,,Regular,Snacks,7/26/2024
Tech Fee,Tech Services,286.56,,,,,Website Hosting,,,Regular,Irish,05-02-2024
Employee Salary,Payroll,3631.54,Server,Night,Contract,,,,,Tourist,Continental,4/16/2024
Marketing Spend,Advertising,2732.32,,,,Christmas Special,,,,Regular,Continental,03-06-2025
Projected vs Actual,Expense Monitoring,,,,,,,4545.34,5098.52,First-timer,Irish,2/19/2025
Employee Salary,Payroll,2024.6,Server,Morning,Contract,,,,,Regular,Continental,8/28/2024
Tech Fee,Tech Services,476.99,,,,,Website Hosting,,,First-timer,Continental,08-03-2024
Employee Salary,Payroll,2976.17,Cleaner,Morning,Part-time,,,,,Tourist,Wine,12-06-2024
Variable Cost,Inventory Purchase,9550.91,,,,,,,,Regular,Continental,2/24/2025
Variable Cost,Inventory Purchase,7004.87,,,,,,,,First-timer,Snacks,03-11-2024
Projected vs Actual,Expense Monitoring,,,,,,,4304.03,3990.06,Regular,Snacks,04-04-2024
Tech Fee,Tech Services,97.9,,,,,CRM Platform,,,Tourist,Wine,10/30/2024
Employee Salary,Payroll,4846.67,Cleaner,Night,Contract,,,,,Regular,Wine,12/24/2024
Variable Cost,Marketing Campaign,7986.9,,,,,,,,Seldom,Snacks,9/30/2024
Fixed Cost,Insurance,3051.26,,,,,,,,First-timer,Irish,11/29/2024
Projected vs Actual,Expense Monitoring,,,,,,,5381.59,5332.08,First-timer,Continental,02-02-2025
Variable Cost,Marketing Campaign,4766.54,,,,,,,,Regular,Irish,04-08-2024
Variable Cost,Inventory Purchase,2986.61,,,,,,,,Regular,Wine,12/16/2024
Projected vs Actual,Expense Monitoring,,,,,,,1228.74,493.4,Tourist,Irish,07-02-2024
Variable Cost,Marketing Campaign,9384.49,,,,,,,,Seldom,Snacks,05-12-2024
Projected vs Actual,Expense Monitoring,,,,,,,5839.65,5826.139999999999,Regular,Wine,5/28/2024
Projected vs Actual,Expense Monitoring,,,,,,,5193.94,5781.12,First-timer,Irish,7/30/2024
Tech Fee,Tech Services,97.09,,,,,CRM Platform,,,Tourist,Snacks,01-11-2025
Projected vs Actual,Expense Monitoring,,,,,,,1508.23,2136.36,Tourist,Continental,05-12-2024
Projected vs Actual,Expense Monitoring,,,,,,,7621.53,7300.59,Tourist,Continental,1/30/2025
Fixed Cost,Rent,2446.01,,,,,,,,Regular,Snacks,7/23/2024
Fixed Cost,Utilities,674.08,,,,,,,,Tourist,Snacks,12-07-2024
Tech Fee,Tech Services,286.3,,,,,Website Hosting,,,Seldom,Snacks,5/28/2024
Variable Cost,Marketing Campaign,7296.84,,,,,,,,First-timer,Wine,3/25/2024
Fixed Cost,Insurance,1763.97,,,,,,,,Tourist,Irish,6/17/2024
Variable Cost,Inventory Purchase,3110.69,,,,,,,,Regular,Snacks,12-10-2024
Employee Salary,Payroll,4847.98,Cleaner,Night,Part-time,,,,,Regular,Irish,6/24/2024
Tech Fee,Tech Services,246.13,,,,,CRM Platform,,,Regular,Irish,12-07-2024
Employee Salary,Payroll,3778.17,Manager,Evening,Contract,,,,,First-timer,Continental,10/18/2024
Employee Salary,Payroll,3926.43,Manager,Morning,Part-time,,,,,Tourist,Wine,10/23/2024
Variable Cost,Inventory Purchase,1834.5,,,,,,,,Seldom,Snacks,4/25/2024
Variable Cost,Marketing Campaign,8443.59,,,,,,,,Regular,Continental,3/30/2024
Marketing Spend,Advertising,2258.68,,,,Spring Promo,,,,First-timer,Wine,5/20/2024
Variable Cost,Marketing Campaign,1406.63,,,,,,,,First-timer,Continental,01-12-2025
Fixed Cost,Insurance,2814.72,,,,,,,,Regular,Snacks,2/27/2025
Fixed Cost,Utilities,4054.41,,,,,,,,Seldom,Irish,05-06-2024
Marketing Spend,Advertising,4339.56,,,,New Menu Launch,,,,Tourist,Continental,12/16/2024
Tech Fee,Tech Services,263.21,,,,,CRM Platform,,,First-timer,Continental,9/22/2024
Tech Fee,Tech Services,119.13,,,,,CRM Platform,,,Regular,Wine,6/23/2024
Employee Salary,Payroll,4560.46,Cleaner,Evening,Full-time,,,,,First-timer,Wine,6/29/2024
Variable Cost,Inventory Purchase,859.6,,,,,,,,Seldom,Irish,06-10-2024
Variable Cost,Marketing Campaign,5002.2,,,,,,,,Tourist,Irish,3/15/2024
Variable Cost,Marketing Campaign,2821.59,,,,,,,,Regular,Snacks,03-07-2025
Variable Cost,Marketing Campaign,6817.46,,,,,,,,First-timer,Irish,12/18/2024
Marketing Spend,Advertising,5301.02,,,,New Menu Launch,,,,Regular,Irish,2/26/2025
Fixed Cost,Utilities,4255.13,,,,,,,,Seldom,Snacks,4/19/2024
Variable Cost,Inventory Purchase,5813.07,,,,,,,,Regular,Snacks,06-01-2024
Employee Salary,Payroll,2186.87,Manager,Morning,Contract,,,,,First-timer,Snacks,7/31/2024
Employee Salary,Payroll,4617.7,Cleaner,Night,Part-time,,,,,First-timer,Snacks,5/28/2024
Marketing Spend,Advertising,375.49,,,,New Menu Launch,,,,Tourist,Continental,11/23/2024
Tech Fee,Tech Services,159.26,,,,,Website Hosting,,,Regular,Irish,8/24/2024
Fixed Cost,Insurance,4846.98,,,,,,,,Regular,Irish,8/24/2024
Employee Salary,Payroll,4303.03,Chef,Evening,Contract,,,,,Regular,Continental,01-03-2025
Employee Salary,Payroll,4926.74,Bartender,Evening,Contract,,,,,Regular,Snacks,5/29/2024
Marketing Spend,Advertising,5446.52,,,,Summer Happy Hour,,,,Regular,Snacks,3/13/2024
Fixed Cost,Rent,4437.2,,,,,,,,Seldom,Wine,11/23/2024
Marketing Spend,Advertising,2944.28,,,,Spring Promo,,,,Seldom,Wine,11/22/2024
Variable Cost,Marketing Campaign,5614.95,,,,,,,,Seldom,Wine,11/23/2024
Marketing Spend,Advertising,2342.38,,,,Summer Happy Hour,,,,First-timer,Continental,7/21/2024
Employee Salary,Payroll,4704.63,Cleaner,Evening,Contract,,,,,Seldom,Irish,03-09-2025
Projected vs Actual,Expense Monitoring,,,,,,,1744.08,1043.1,Tourist,Continental,7/17/2024
Projected vs Actual,Expense Monitoring,,,,,,,1194.17,1637.5500000000002,Seldom,Wine,3/31/2024
Projected vs Actual,Expense Monitoring,,,,,,,3430.38,4323.51,Regular,Irish,11-03-2024
Employee Salary,Payroll,4750.1,Chef,Evening,Part-time,,,,,Tourist,Snacks,05-02-2024
Marketing Spend,Advertising,3313.89,,,,New Menu Launch,,,,Tourist,Wine,12-09-2024
Variable Cost,Marketing Campaign,6956.87,,,,,,,,Regular,Continental,08-11-2024
Fixed Cost,Rent,4454.14,,,,,,,,First-timer,Irish,8/13/2024
Tech Fee,Tech Services,184.95,,,,,Website Hosting,,,Regular,Continental,3/19/2024
Marketing Spend,Advertising,492.49,,,,Christmas Special,,,,Tourist,Irish,9/25/2024
Fixed Cost,Rent,3552.77,,,,,,,,First-timer,Snacks,04-12-2024
Tech Fee,Tech Services,326.59,,,,,CRM Platform,,,Regular,Snacks,02-09-2025
Fixed Cost,Insurance,2661.2,,,,,,,,Seldom,Wine,10-08-2024
Fixed Cost,Insurance,2117.5,,,,,,,,Tourist,Irish,1/17/2025
Employee Salary,Payroll,3256.34,Cleaner,Night,Contract,,,,,Seldom,Irish,6/27/2024
Employee Salary,Payroll,3023.86,Chef,Morning,Part-time,,,,,Seldom,Irish,4/23/2024
Employee Salary,Payroll,4507.68,Server,Night,Contract,,,,,Regular,Irish,11-05-2024
Employee Salary,Payroll,3050.75,Server,Morning,Contract,,,,,First-timer,Wine,07-06-2024
Tech Fee,Tech Services,482.11,,,,,Website Hosting,,,Tourist,Irish,9/22/2024
Variable Cost,Inventory Purchase,9248.37,,,,,,,,Seldom,Irish,11/14/2024
Marketing Spend,Advertising,6532.61,,,,Spring Promo,,,,First-timer,Irish,9/22/2024
Variable Cost,Inventory Purchase,9534.86,,,,,,,,Regular,Snacks,11-05-2024
Variable Cost,Inventory Purchase,515.86,,,,,,,,Seldom,Snacks,05-12-2024
Marketing Spend,Advertising,3494.42,,,,Spring Promo,,,,Tourist,Wine,1/27/2025
Tech Fee,Tech Services,304.91,,,,,CRM Platform,,,Tourist,Snacks,7/15/2024
Fixed Cost,Insurance,2611.25,,,,,,,,First-timer,Wine,10/13/2024
Projected vs Actual,Expense Monitoring,,,,,,,5801.15,5779.73,Seldom,Irish,9/18/2024
Fixed Cost,Insurance,570.53,,,,,,,,Regular,Snacks,12-06-2024
Variable Cost,Marketing Campaign,947.73,,,,,,,,Regular,Continental,1/31/2025
Tech Fee,Tech Services,170.3,,,,,Website Hosting,,,Regular,Snacks,3/13/2024
Projected vs Actual,Expense Monitoring,,,,,,,2409.7,3258.0,Seldom,Irish,3/15/2024
Employee Salary,Payroll,1489.35,Bartender,Evening,Contract,,,,,Regular,Wine,4/20/2024
Fixed Cost,Utilities,2575.14,,,,,,,,Seldom,Continental,12/23/2024
Fixed Cost,Rent,2238.87,,,,,,,,Tourist,Continental,4/17/2024
Fixed Cost,Utilities,3872.51,,,,,,,,Seldom,Snacks,3/27/2024
Fixed Cost,Rent,4110.3,,,,,,,,Regular,Snacks,2/20/2025
Variable Cost,Marketing Campaign,4548.5,,,,,,,,First-timer,Continental,05-12-2024
Fixed Cost,Insurance,1636.52,,,,,,,,Regular,Snacks,3/13/2024
Variable Cost,Marketing Campaign,1170.69,,,,,,,,First-timer,Wine,7/13/2024
Fixed Cost,Utilities,3743.01,,,,,,,,First-timer,Irish,11/24/2024
Tech Fee,Tech Services,90.99,,,,,CRM Platform,,,Seldom,Continental,12/17/2024
Fixed Cost,Rent,2006.35,,,,,,,,Tourist,Continental,8/21/2024
Projected vs Actual,Expense Monitoring,,,,,,,2183.55,2287.61,Tourist,Snacks,8/22/2024
Tech Fee,Tech Services,484.7,,,,,Website Hosting,,,Tourist,Wine,2/18/2025
Variable Cost,Marketing Campaign,4492.78,,,,,,,,Tourist,Snacks,06-03-2024
Marketing Spend,Advertising,2975.91,,,,Summer Happy Hour,,,,First-timer,Wine,05-02-2024
Fixed Cost,Insurance,1090.95,,,,,,,,Regular,Irish,10-04-2024
Employee Salary,Payroll,2767.39,Manager,Night,Full-time,,,,,Seldom,Snacks,9/27/2024
Fixed Cost,Rent,3732.99,,,,,,,,Regular,Wine,12-01-2024
Marketing Spend,Advertising,6353.52,,,,Spring Promo,,,,Regular,Wine,12-01-2024
Variable Cost,Inventory Purchase,4558.86,,,,,,,,First-timer,Wine,3/25/2024
Fixed Cost,Rent,3837.47,,,,,,,,Regular,Snacks,06-01-2024
Marketing Spend,Advertising,3400.02,,,,Spring Promo,,,,Seldom,Wine,8/30/2024
Employee Salary,Payroll,3925.38,Bartender,Evening,Full-time,,,,,Tourist,Irish,07-04-2024
Marketing Spend,Advertising,689.24,,,,Summer Happy Hour,,,,Regular,Snacks,2/27/2025
Projected vs Actual,Expense Monitoring,,,,,,,3147.68,4086.31,Tourist,Wine,02-08-2025
Employee Salary,Payroll,3129.32,Cleaner,Night,Contract,,,,,First-timer,Irish,10/27/2024
Variable Cost,Marketing Campaign,6592.2,,,,,,,,Tourist,Irish,07-01-2024
Employee Salary,Payroll,2734.49,Server,Morning,Contract,,,,,Tourist,Snacks,08-10-2024
Fixed Cost,Rent,4170.69,,,,,,,,Tourist,Irish,9/25/2024
Fixed Cost,Rent,2476.86,,,,,,,,Seldom,Wine,10-07-2024
Marketing Spend,Advertising,1592.65,,,,Spring Promo,,,,First-timer,Continental,01-12-2025
Employee Salary,Payroll,4555.54,Cleaner,Night,Full-time,,,,,Seldom,Continental,11-05-2024
Tech Fee,Tech Services,339.6,,,,,Website Hosting,,,Seldom,Continental,11-07-2024
Marketing Spend,Advertising,3656.76,,,,Summer Happy Hour,,,,First-timer,Wine,07-02-2024
Fixed Cost,Utilities,4397.58,,,,,,,,Tourist,Wine,6/20/2024
Employee Salary,Payroll,4760.49,Bartender,Evening,Part-time,,,,,Seldom,Wine,10-04-2024
Marketing Spend,Advertising,2307.52,,,,Spring Promo,,,,Regular,Continental,9/21/2024
Variable Cost,Marketing Campaign,3708.97,,,,,,,,Tourist,Wine,12-09-2024
Variable Cost,Marketing Campaign,9425.55,,,,,,,,Regular,Snacks,12-02-2024
Fixed Cost,Utilities,3971.68,,,,,,,,Seldom,Wine,01-03-2025
Tech Fee,Tech Services,351.84,,,,,CRM Platform,,,Tourist,Irish,09-12-2024
Variable Cost,Inventory Purchase,3532.92,,,,,,,,Seldom,Wine,11/28/2024
Projected vs Actual,Expense Monitoring,,,,,,,6365.68,6990.27,First-timer,Irish,4/14/2024
Marketing Spend,Advertising,2701.26,,,,Christmas Special,,,,Regular,Wine,6/30/2024
Variable Cost,Inventory Purchase,8337.2,,,,,,,,First-timer,Irish,7/27/2024
Tech Fee,Tech Services,390.6,,,,,CRM Platform,,,Tourist,Continental,02-02-2025
Variable Cost,Inventory Purchase,9595.4,,,,,,,,First-timer,Irish,5/22/2024
Marketing Spend,Advertising,4140.25,,,,New Menu Launch,,,,Regular,Irish,10-06-2024
Projected vs Actual,Expense Monitoring,,,,,,,6760.99,7284.599999999999,Regular,Continental,10-09-2024
Projected vs Actual,Expense Monitoring,,,,,,,4504.67,3628.03,Regular,Wine,10-06-2024
Tech Fee,Tech Services,268.62,,,,,CRM Platform,,,Tourist,Wine,01-02-2025
Variable Cost,Inventory Purchase,6262.61,,,,,,,,Seldom,Wine,1/23/2025
Marketing Spend,Advertising,4019.43,,,,Summer Happy Hour,,,,Regular,Continental,4/17/2024
Variable Cost,Marketing Campaign,3785.92,,,,,,,,First-timer,Wine,1/23/2025
Employee Salary,Payroll,2301.62,Cleaner,Morning,Contract,,,,,Tourist,Irish,07-02-2024
Fixed Cost,Rent,3060.8,,,,,,,,Tourist,Wine,12/20/2024
Variable Cost,Marketing Campaign,3325.72,,,,,,,,Regular,Irish,12/16/2024
Employee Salary,Payroll,3560.36,Server,Evening,Contract,,,,,Regular,Continental,5/14/2024
Variable Cost,Marketing Campaign,1619.22,,,,,,,,Seldom,Irish,3/15/2024
Marketing Spend,Advertising,4433.4,,,,Spring Promo,,,,First-timer,Snacks,9/18/2024
Marketing Spend,Advertising,4069.5,,,,Summer Happy Hour,,,,First-timer,Irish,7/19/2024
Tech Fee,Tech Services,402.64,,,,,CRM Platform,,,First-timer,Wine,12/26/2024
Variable Cost,Marketing Campaign,6247.55,,,,,,,,First-timer,Continental,07-07-2024
Tech Fee,Tech Services,392.62,,,,,Website Hosting,,,Tourist,Wine,03-02-2025
Variable Cost,Marketing Campaign,180.04,,,,,,,,First-timer,Snacks,02-02-2025
Projected vs Actual,Expense Monitoring,,,,,,,6324.8,5781.46,Seldom,Irish,3/15/2024
Marketing Spend,Advertising,6986.14,,,,New Menu Launch,,,,Regular,Continental,9/27/2024
Marketing Spend,Advertising,461.35,,,,New Menu Launch,,,,Regular,Continental,08-12-2024
Tech Fee,Tech Services,426.47,,,,,Website Hosting,,,First-timer,Continental,9/30/2024
Employee Salary,Payroll,2709.69,Chef,Morning,Full-time,,,,,First-timer,Wine,07-10-2024
Projected vs Actual,Expense Monitoring,,,,,,,3809.66,2940.92,Tourist,Irish,07-02-2024
Variable Cost,Marketing Campaign,7671.99,,,,,,,,First-timer,Continental,10-06-2024
Projected vs Actual,Expense Monitoring,,,,,,,5724.1,5266.400000000001,Tourist,Irish,3/22/2024
Variable Cost,Inventory Purchase,8435.55,,,,,,,,Tourist,Snacks,7/16/2024
Projected vs Actual,Expense Monitoring,,,,,,,2502.96,2383.25,Tourist,Wine,03-12-2024
Variable Cost,Inventory Purchase,6135.97,,,,,,,,First-timer,Snacks,03-05-2025
Tech Fee,Tech Services,301.28,,,,,CRM Platform,,,First-timer,Snacks,5/31/2024
Employee Salary,Payroll,3175.19,Cleaner,Night,Contract,,,,,Regular,Continental,2/17/2025
Employee Salary,Payroll,3353.23,Bartender,Evening,Full-time,,,,,Tourist,Wine,10-05-2024
Employee Salary,Payroll,4093.22,Manager,Night,Full-time,,,,,Regular,Irish,12/16/2024
Employee Salary,Payroll,2444.4,Cleaner,Morning,Contract,,,,,First-timer,Snacks,9/26/2024
Projected vs Actual,Expense Monitoring,,,,,,,4967.6,5909.55,Regular,Irish,12-03-2024
