InventoryItem,Category,StockLevel,UsagePerDay,ExpiryInDays,SpoilageRate,Supplier,SupplierLocation,OrganicOrLocal,CostPerUnit,DeliveryTimeDays,OrderFrequencyDays,LeadTimeDays,CustomerOrderTrend,WasteUnits
Pinot Noir,Beverages,226,13,19,0.1,Claddagh Provisions,Galway,Yes,18.26,2,14,6,103,22
Irish Nachos,Food ,308,19,18,0.15,Green Isle Distributors,Dublin,No,7.33,6,3,9,284,31
Guinness,Beverages,162,15,26,0.01,Green Isle Distributors,Dublin,No,4.43,2,7,3,273,0
Bread Pudding,Dessert ,102,5,22,0.04,Green Isle Distributors,Dublin,No,15.56,3,30,4,67,2
Onion Rings,Food ,90,22,28,0.05,Green Isle Distributors,Dublin,No,13.57,5,14,2,59,2
Corned Beef,Food ,470,21,18,0.03,Green Isle Distributors,Dublin,No,18.39,5,30,9,248,2
Guinness,Beverages,279,15,21,0.02,Emerald Foods Ltd,Cork,Yes,12.88,3,30,8,100,3
Whiskey,Beverages,312,17,20,0.12,Shannon Valley Produce,Limerick,No,17.84,6,3,2,209,15
Shepherd's Pie,Food ,233,7,4,0.04,Emerald Foods Ltd,Cork,Yes,3.9,3,7,6,161,7
Onion Rings,Food ,195,15,11,0.07,Green Isle Distributors,Dublin,No,18.01,6,14,7,268,4
Truffle Fries,Food ,64,20,14,0.12,Shannon Valley Produce,Limerick,No,13.09,6,3,5,292,6
Smithwick's,Beverages,263,14,5,0.12,Green Isle Distributors,Dublin,No,12.86,1,14,9,98,17
Corned Beef,Food ,250,24,25,0.12,Emerald Foods Ltd,Cork,Yes,15.28,5,3,9,202,5
Bread Pudding,Dessert ,316,12,8,0.13,Green Isle Distributors,Dublin,No,13.6,1,30,4,127,30
Margherita Pizza,Food ,255,20,8,0.12,Green Isle Distributors,Dublin,No,15.7,5,14,5,250,17
Corned Beef,Food ,69,6,5,0.04,Claddagh Provisions,Galway,Yes,15.47,6,14,1,139,0
Sweet Potato Fries,Food ,76,6,4,0.12,Claddagh Provisions,Galway,Yes,19.46,1,7,6,172,5
Sauvignon Blanc,Beverages,114,23,18,0.06,Green Isle Distributors,Dublin,No,6.17,5,7,5,257,6
Truffle Fries,Food ,466,14,29,0.07,Emerald Foods Ltd,Cork,Yes,13.43,1,14,9,279,24
Margherita Pizza,Food ,351,14,5,0.1,Connemara Supplies,Mayo,Yes,19.79,3,7,6,97,1
Truffle Mushroom Pizza,Food ,101,16,26,0.01,Claddagh Provisions,Galway,Yes,15.57,5,30,5,212,0
Guinness,Beverages,355,19,3,0.11,Emerald Foods Ltd,Cork,Yes,4.6,3,3,8,70,36
Sweet Potato Fries,Food ,208,9,23,0.07,Emerald Foods Ltd,Cork,Yes,3.54,4,7,7,205,13
Irish Coffee,Beverages,122,1,12,0.06,Green Isle Distributors,Dublin,No,3.37,1,30,2,170,5
Irish Stew,Food ,144,14,22,0.12,Claddagh Provisions,Galway,Yes,6.01,1,30,7,187,13
Heineken,Beverages,253,5,24,0.05,Claddagh Provisions,Galway,Yes,8.15,5,30,4,98,0
Margherita Pizza,Food ,322,6,21,0.03,Shannon Valley Produce,Limerick,No,11.8,1,7,7,258,1
Garlic Parmesan Fries,Food ,340,18,6,0.1,Connemara Supplies,Mayo,Yes,11.91,4,3,8,148,22
Rioja,Beverages,53,9,13,0.1,Connemara Supplies,Mayo,Yes,12.38,6,14,1,16,5
Sticky Toffee Pudding,Dessert ,437,5,19,0.03,Green Isle Distributors,Dublin,No,4.8,1,30,7,288,12
Sauvignon Blanc,Beverages,328,7,12,0.11,Green Isle Distributors,Dublin,No,9.49,2,30,8,96,16
Whiskey,Beverages,444,18,14,0.09,Claddagh Provisions,Galway,Yes,7.26,1,7,7,206,30
Whiskey,Beverages,184,17,19,0.1,Green Isle Distributors,Dublin,No,4.54,2,30,9,151,18
Sweet Potato Fries,Food ,491,21,18,0.12,Emerald Foods Ltd,Cork,Yes,3.75,1,14,6,287,23
Baileys Cheesecake,Dessert ,113,2,22,0.02,Shannon Valley Produce,Limerick,No,3.25,3,30,4,245,2
Craft Beer,Beverages,53,11,13,0.01,Connemara Supplies,Mayo,Yes,16.61,2,7,3,264,0
Garlic Parmesan Fries,Food ,222,14,4,0.09,Emerald Foods Ltd,Cork,Yes,2.23,2,30,6,264,4
BBQ Chicken Pizza,Food ,226,17,11,0.11,Emerald Foods Ltd,Cork,Yes,11.87,1,14,7,231,23
Truffle Mushroom Pizza,Food ,49,17,20,0.06,Claddagh Provisions,Galway,Yes,1.56,3,3,6,278,1
Irish Coffee,Beverages,453,4,6,0.05,Emerald Foods Ltd,Cork,Yes,8.99,2,14,7,206,8
Truffle Mushroom Pizza,Food ,163,24,26,0.04,Emerald Foods Ltd,Cork,Yes,2.3,1,30,8,133,3
Kilkenny,Beverages,450,15,17,0.04,Green Isle Distributors,Dublin,No,4.63,3,14,8,79,0
Corned Beef,Food ,31,24,11,0.11,Green Isle Distributors,Dublin,No,15.46,5,30,7,237,3
BBQ Chicken Pizza,Food ,176,9,10,0.02,Emerald Foods Ltd,Cork,Yes,5.53,1,7,5,149,2
Smithwick's,Beverages,278,16,8,0.13,Connemara Supplies,Mayo,Yes,14.85,3,7,2,115,12
Irish Coffee,Beverages,222,21,22,0.1,Green Isle Distributors,Dublin,No,9.76,6,3,6,208,4
Irish Stew,Food ,389,13,25,0.13,Shannon Valley Produce,Limerick,No,9.97,4,30,7,191,50
Bread Pudding,Dessert ,329,8,27,0.07,Claddagh Provisions,Galway,Yes,8.43,6,30,5,108,4
BBQ Chicken Pizza,Food ,169,8,22,0.08,Emerald Foods Ltd,Cork,Yes,11.69,4,3,5,99,4
Pepperoni Pizza,Food ,475,16,20,0.09,Green Isle Distributors,Dublin,No,4.29,5,14,2,154,23
Shepherd's Pie,Food ,398,20,4,0.1,Emerald Foods Ltd,Cork,Yes,18.35,5,7,8,197,24
Heineken,Beverages,374,7,9,0.12,Connemara Supplies,Mayo,Yes,11.18,4,14,7,149,33
Rioja,Beverages,248,12,11,0.03,Shannon Valley Produce,Limerick,No,13.91,6,3,7,274,7
Smithwick's,Beverages,120,11,19,0.05,Connemara Supplies,Mayo,Yes,18.77,4,7,1,266,0
Rioja,Beverages,127,19,6,0.03,Emerald Foods Ltd,Cork,Yes,3.89,4,7,5,111,0
Truffle Mushroom Pizza,Food ,119,13,28,0.09,Shannon Valley Produce,Limerick,No,1.33,3,14,9,208,7
Pepperoni Pizza,Food ,219,10,9,0.08,Claddagh Provisions,Galway,Yes,19.66,1,14,6,45,10
Bread Pudding,Dessert ,279,8,9,0.14,Emerald Foods Ltd,Cork,Yes,17.86,6,14,3,226,11
Truffle Fries,Food ,81,10,8,0.05,Emerald Foods Ltd,Cork,Yes,10.69,4,7,9,204,1
BBQ Chicken Pizza,Food ,73,13,13,0.14,Claddagh Provisions,Galway,Yes,12.8,2,14,8,104,2
Sweet Potato Fries,Food ,204,3,15,0.1,Shannon Valley Produce,Limerick,No,14.38,4,7,6,223,2
Irish Nachos,Food ,454,8,11,0.1,Shannon Valley Produce,Limerick,No,8.24,2,7,6,139,20
Shepherd's Pie,Food ,372,14,13,0.02,Emerald Foods Ltd,Cork,Yes,9.13,6,7,5,137,6
BBQ Chicken Pizza,Food ,20,13,14,0.04,Connemara Supplies,Mayo,Yes,5.15,1,7,8,155,0
Corned Beef,Food ,59,3,12,0.09,Emerald Foods Ltd,Cork,Yes,17.92,1,3,9,15,2
Rioja,Beverages,447,17,24,0.02,Connemara Supplies,Mayo,Yes,12.1,1,3,8,102,2
Shepherd's Pie,Food ,300,24,25,0.04,Claddagh Provisions,Galway,Yes,11.39,5,7,8,232,0
Chardonnay,Beverages,153,15,5,0.14,Shannon Valley Produce,Limerick,No,10.22,1,7,5,21,4
Sweet Potato Fries,Food ,17,6,4,0.07,Shannon Valley Produce,Limerick,No,9.05,1,30,3,94,0
Potato Skins,Food ,360,18,7,0.08,Emerald Foods Ltd,Cork,Yes,7.32,3,14,3,175,0
Heineken,Beverages,16,24,9,0.05,Shannon Valley Produce,Limerick,No,17.52,1,7,8,268,0
Whiskey,Beverages,37,21,4,0.03,Claddagh Provisions,Galway,Yes,11.24,3,3,5,55,0
Guinness,Beverages,333,22,22,0.12,Emerald Foods Ltd,Cork,Yes,3.47,5,30,4,11,22
Truffle Fries,Food ,335,24,24,0.07,Emerald Foods Ltd,Cork,Yes,8.57,6,14,3,52,7
BBQ Chicken Pizza,Food ,484,8,23,0.14,Shannon Valley Produce,Limerick,No,6.6,1,30,6,23,31
Craft Beer,Beverages,466,11,19,0.14,Green Isle Distributors,Dublin,No,18.33,2,3,7,205,53
Irish Coffee,Beverages,177,17,5,0.08,Green Isle Distributors,Dublin,No,18.66,2,7,5,287,13
BBQ Chicken Pizza,Food ,149,2,17,0.13,Connemara Supplies,Mayo,Yes,7.83,3,7,7,16,5
Bread Pudding,Dessert ,92,13,27,0.14,Connemara Supplies,Mayo,Yes,12.5,1,3,1,245,2
Bread Pudding,Dessert ,243,19,21,0.15,Shannon Valley Produce,Limerick,No,1.9,4,7,1,219,17
BBQ Chicken Pizza,Food ,236,24,4,0.13,Emerald Foods Ltd,Cork,Yes,7.37,2,7,1,180,25
Spicy Wedges,Food ,267,22,27,0.06,Claddagh Provisions,Galway,Yes,17.71,1,3,2,94,9
Boxty,Food ,17,16,24,0.02,Emerald Foods Ltd,Cork,Yes,3.08,5,30,9,253,0
Kilkenny,Beverages,484,12,4,0.09,Shannon Valley Produce,Limerick,No,7.57,3,7,3,216,21
Kilkenny,Beverages,466,24,15,0.09,Emerald Foods Ltd,Cork,Yes,15.28,2,14,1,179,35
Sticky Toffee Pudding,Dessert ,106,17,22,0.14,Shannon Valley Produce,Limerick,No,12.32,5,3,2,275,7
Sauvignon Blanc,Beverages,26,15,25,0.08,Green Isle Distributors,Dublin,No,17.22,5,14,9,104,2
Chardonnay,Beverages,233,14,3,0.03,Claddagh Provisions,Galway,Yes,2.38,6,30,2,274,5
Irish Coffee,Beverages,295,11,13,0.13,Claddagh Provisions,Galway,Yes,15.84,4,30,3,162,6
BBQ Chicken Pizza,Food ,281,13,27,0.13,Emerald Foods Ltd,Cork,Yes,18.28,4,7,5,149,19
Craft Beer,Beverages,400,4,25,0.07,Shannon Valley Produce,Limerick,No,16.75,6,30,6,34,4
Craft Beer,Beverages,346,16,3,0.04,Emerald Foods Ltd,Cork,Yes,9.07,4,14,5,82,1
Smithwick's,Beverages,293,3,9,0.03,Claddagh Provisions,Galway,Yes,6.88,6,3,9,286,2
Sticky Toffee Pudding,Dessert ,203,23,15,0.06,Emerald Foods Ltd,Cork,Yes,19.4,1,14,6,95,3
Pepperoni Pizza,Food ,376,20,13,0.08,Connemara Supplies,Mayo,Yes,16.61,3,3,2,224,16
Pinot Noir,Beverages,433,1,25,0.02,Shannon Valley Produce,Limerick,No,2.29,2,3,8,66,5
Guinness,Beverages,447,23,29,0.11,Green Isle Distributors,Dublin,No,12.17,1,3,5,279,48
Truffle Mushroom Pizza,Food ,494,6,26,0.03,Green Isle Distributors,Dublin,No,8.73,3,30,2,29,14
Truffle Mushroom Pizza,Food ,142,5,10,0.02,Claddagh Provisions,Galway,Yes,19.39,5,14,2,280,0
Craft Beer,Beverages,145,1,22,0.12,Claddagh Provisions,Galway,Yes,2.69,1,7,9,98,9
Bread Pudding,Dessert ,127,1,25,0.08,Claddagh Provisions,Galway,Yes,15.57,4,30,8,39,0
Irish Nachos,Food ,309,4,24,0.1,Shannon Valley Produce,Limerick,No,8.07,4,7,2,17,8
Irish Stew,Food ,202,17,27,0.11,Connemara Supplies,Mayo,Yes,14.58,3,30,7,40,14
Pinot Noir,Beverages,339,12,7,0.09,Claddagh Provisions,Galway,Yes,12.29,6,14,4,277,29
Irish Coffee,Beverages,242,21,28,0.06,Shannon Valley Produce,Limerick,No,9.82,6,30,8,287,7
Garlic Parmesan Fries,Food ,264,3,6,0.11,Claddagh Provisions,Galway,Yes,8.98,2,14,1,110,3
Baileys Cheesecake,Dessert ,286,23,3,0.1,Shannon Valley Produce,Limerick,No,9.13,6,7,4,68,28
Chardonnay,Beverages,291,15,20,0.02,Connemara Supplies,Mayo,Yes,3.5,3,14,8,218,3
Irish Stew,Food ,155,9,12,0.13,Green Isle Distributors,Dublin,No,17.65,6,7,9,281,20
Irish Stew,Food ,376,19,8,0.05,Shannon Valley Produce,Limerick,No,7.59,5,14,3,297,9
Sticky Toffee Pudding,Dessert ,76,10,7,0.13,Connemara Supplies,Mayo,Yes,11.76,5,7,3,65,7
Craft Beer,Beverages,411,8,20,0.08,Emerald Foods Ltd,Cork,Yes,11.75,4,14,3,225,20
Shepherd's Pie,Food ,252,15,5,0.14,Green Isle Distributors,Dublin,No,9.07,2,7,5,112,31
Sweet Potato Fries,Food ,244,12,5,0.11,Shannon Valley Produce,Limerick,No,14.23,3,30,2,207,14
Bread Pudding,Dessert ,294,18,7,0.12,Emerald Foods Ltd,Cork,Yes,19.58,6,7,9,74,22
Sweet Potato Fries,Food ,107,4,29,0.04,Green Isle Distributors,Dublin,No,17.09,1,3,3,39,4
Irish Stew,Food ,168,8,19,0.08,Green Isle Distributors,Dublin,No,3.59,4,7,9,230,4
Heineken,Beverages,55,22,21,0.1,Connemara Supplies,Mayo,Yes,6.73,1,30,4,84,0
Pinot Noir,Beverages,116,7,27,0.05,Green Isle Distributors,Dublin,No,14.05,2,14,4,223,2
Smithwick's,Beverages,369,6,25,0.11,Shannon Valley Produce,Limerick,No,15.88,1,3,6,167,36
BBQ Chicken Pizza,Food ,325,22,5,0.15,Claddagh Provisions,Galway,Yes,17.88,4,30,9,226,21
Guinness,Beverages,84,19,13,0.09,Shannon Valley Produce,Limerick,No,4.52,3,3,8,83,1
Spicy Wedges,Food ,426,5,15,0.06,Connemara Supplies,Mayo,Yes,17.37,5,14,4,85,7
Truffle Mushroom Pizza,Food ,156,2,16,0.1,Emerald Foods Ltd,Cork,Yes,13.27,4,14,9,127,5
Sticky Toffee Pudding,Dessert ,38,12,12,0.11,Shannon Valley Produce,Limerick,No,14.94,3,14,2,217,0
Kilkenny,Beverages,441,5,26,0.07,Green Isle Distributors,Dublin,No,8.57,5,7,6,132,4
Guinness,Beverages,47,18,9,0.08,Shannon Valley Produce,Limerick,No,14.33,5,3,2,238,0
Corned Beef,Food ,29,2,9,0.11,Shannon Valley Produce,Limerick,No,18.5,5,30,8,168,0
Potato Skins,Food ,215,10,23,0.08,Emerald Foods Ltd,Cork,Yes,4.4,3,3,5,191,2
Sticky Toffee Pudding,Dessert ,233,22,19,0.02,Connemara Supplies,Mayo,Yes,17.25,1,3,6,265,3
Sticky Toffee Pudding,Dessert ,89,16,20,0.14,Claddagh Provisions,Galway,Yes,1.74,6,3,9,280,1
Irish Coffee,Beverages,427,6,28,0.05,Connemara Supplies,Mayo,Yes,10.35,2,14,9,144,8
Bread Pudding,Dessert ,257,16,19,0.05,Emerald Foods Ltd,Cork,Yes,12.85,5,14,1,188,1
Baileys Cheesecake,Dessert ,343,1,16,0.14,Green Isle Distributors,Dublin,No,7.3,2,14,1,91,2
Truffle Mushroom Pizza,Food ,438,19,14,0.07,Emerald Foods Ltd,Cork,Yes,4.3,5,7,3,214,24
Irish Nachos,Food ,267,13,8,0.13,Claddagh Provisions,Galway,Yes,13.69,4,3,4,47,32
Corned Beef,Food ,245,22,25,0.03,Emerald Foods Ltd,Cork,Yes,12.64,6,3,1,45,7
Shepherd's Pie,Food ,100,12,13,0.13,Emerald Foods Ltd,Cork,Yes,17.83,3,14,4,210,13
Smithwick's,Beverages,494,13,23,0.09,Green Isle Distributors,Dublin,No,4.26,3,3,1,275,32
Corned Beef,Food ,245,2,5,0.04,Shannon Valley Produce,Limerick,No,15.54,6,3,1,65,0
Shepherd's Pie,Food ,391,11,13,0.14,Claddagh Provisions,Galway,Yes,2.42,6,30,6,216,10
Irish Nachos,Food ,243,9,8,0.11,Connemara Supplies,Mayo,Yes,17.86,5,7,5,18,1
Irish Nachos,Food ,127,14,20,0.13,Claddagh Provisions,Galway,Yes,3.22,2,14,6,19,6
Irish Coffee,Beverages,244,2,22,0.13,Emerald Foods Ltd,Cork,Yes,2.92,4,7,6,252,28
Sauvignon Blanc,Beverages,358,2,17,0.06,Green Isle Distributors,Dublin,No,13.53,3,3,3,123,19
Pinot Noir,Beverages,374,8,25,0.12,Connemara Supplies,Mayo,Yes,16.35,4,7,3,98,38
Craft Beer,Beverages,27,22,6,0.05,Emerald Foods Ltd,Cork,Yes,2.33,3,7,9,281,1
Irish Coffee,Beverages,124,8,24,0.06,Emerald Foods Ltd,Cork,Yes,14.08,3,30,8,250,6
Guinness,Beverages,396,20,26,0.06,Emerald Foods Ltd,Cork,Yes,9.26,3,7,1,62,22
Pinot Noir,Beverages,81,16,26,0.14,Green Isle Distributors,Dublin,No,15.77,5,30,8,225,8
Onion Rings,Food ,497,11,29,0.09,Claddagh Provisions,Galway,Yes,9.11,1,30,5,156,10
Potato Skins,Food ,311,21,25,0.11,Claddagh Provisions,Galway,Yes,8.12,4,30,7,142,10
Truffle Mushroom Pizza,Food ,249,19,9,0.07,Shannon Valley Produce,Limerick,No,18.74,4,7,1,159,6
Guinness,Beverages,235,15,29,0.14,Emerald Foods Ltd,Cork,Yes,8.88,3,3,9,53,26
Shepherd's Pie,Food ,448,19,20,0.04,Shannon Valley Produce,Limerick,No,11.52,5,3,1,46,0
Margherita Pizza,Food ,176,11,22,0.08,Claddagh Provisions,Galway,Yes,18.19,4,7,1,10,8
Sauvignon Blanc,Beverages,346,2,9,0.03,Emerald Foods Ltd,Cork,Yes,17.92,6,14,1,176,8
Smithwick's,Beverages,397,17,15,0.11,Green Isle Distributors,Dublin,No,15.56,6,3,4,37,33
Rioja,Beverages,178,8,8,0.08,Shannon Valley Produce,Limerick,No,14.15,4,3,2,60,0
BBQ Chicken Pizza,Food ,306,6,18,0.11,Connemara Supplies,Mayo,Yes,11.16,2,30,7,233,33
Corned Beef,Food ,42,11,18,0.14,Emerald Foods Ltd,Cork,Yes,4.06,1,14,7,85,5
Smithwick's,Beverages,279,14,3,0.1,Emerald Foods Ltd,Cork,Yes,5.44,6,14,9,54,22
Sweet Potato Fries,Food ,311,12,4,0.1,Emerald Foods Ltd,Cork,Yes,3.86,4,14,9,83,24
Spicy Wedges,Food ,356,4,27,0.08,Claddagh Provisions,Galway,Yes,10.08,2,7,6,216,26
Heineken,Beverages,259,16,19,0.13,Claddagh Provisions,Galway,Yes,8.85,2,14,3,283,25
Guinness,Beverages,51,21,13,0.1,Connemara Supplies,Mayo,Yes,14.62,1,7,1,78,0
Sweet Potato Fries,Food ,275,4,27,0.06,Claddagh Provisions,Galway,Yes,1.01,4,14,6,147,0
Irish Nachos,Food ,262,1,24,0.11,Connemara Supplies,Mayo,Yes,7.14,1,14,4,172,24
Sweet Potato Fries,Food ,399,3,28,0.02,Claddagh Provisions,Galway,Yes,17.31,5,14,5,100,5
Guinness,Beverages,235,11,24,0.14,Green Isle Distributors,Dublin,No,10.39,1,14,1,150,1
Potato Skins,Food ,147,18,20,0.02,Connemara Supplies,Mayo,Yes,1.18,3,3,4,111,1
BBQ Chicken Pizza,Food ,360,15,13,0.08,Claddagh Provisions,Galway,Yes,17.1,5,30,2,246,14
Garlic Parmesan Fries,Food ,336,2,16,0.02,Shannon Valley Produce,Limerick,No,12.57,3,14,3,98,1
Baileys Cheesecake,Dessert ,68,13,28,0.11,Green Isle Distributors,Dublin,No,12.67,5,7,2,199,6
Kilkenny,Beverages,211,9,24,0.02,Emerald Foods Ltd,Cork,Yes,14.68,1,30,6,70,0
Pepperoni Pizza,Food ,328,9,3,0.09,Emerald Foods Ltd,Cork,Yes,13.58,4,30,5,243,5
Sweet Potato Fries,Food ,217,13,29,0.06,Green Isle Distributors,Dublin,No,14.28,5,14,1,272,10
Garlic Parmesan Fries,Food ,39,12,26,0.12,Connemara Supplies,Mayo,Yes,17.07,4,30,1,57,4
Kilkenny,Beverages,466,21,11,0.06,Connemara Supplies,Mayo,Yes,5.33,1,14,7,144,16
Shepherd's Pie,Food ,202,6,24,0.07,Connemara Supplies,Mayo,Yes,16.78,1,3,8,114,10
Baileys Cheesecake,Dessert ,207,1,12,0.09,Emerald Foods Ltd,Cork,Yes,13.75,3,7,2,241,14
Spicy Wedges,Food ,390,4,5,0.12,Connemara Supplies,Mayo,Yes,6.35,1,30,1,115,15
Truffle Mushroom Pizza,Food ,395,18,20,0.05,Claddagh Provisions,Galway,Yes,13.36,2,14,1,211,10
Margherita Pizza,Food ,454,1,6,0.13,Shannon Valley Produce,Limerick,No,15.12,2,7,7,194,42
Boxty,Food ,31,14,6,0.05,Claddagh Provisions,Galway,Yes,19.3,5,3,2,89,1
Heineken,Beverages,480,18,15,0.09,Green Isle Distributors,Dublin,No,4.05,1,7,9,173,20
Sweet Potato Fries,Food ,38,23,5,0.04,Green Isle Distributors,Dublin,No,4.29,2,7,4,114,1
Truffle Fries,Food ,107,13,15,0.1,Connemara Supplies,Mayo,Yes,18.49,6,14,5,261,5
Margherita Pizza,Food ,272,20,24,0.1,Claddagh Provisions,Galway,Yes,1.27,2,30,5,235,20
Baileys Cheesecake,Dessert ,240,14,10,0.03,Shannon Valley Produce,Limerick,No,3.33,3,14,5,21,3
Craft Beer,Beverages,335,22,10,0.14,Shannon Valley Produce,Limerick,No,11.81,2,14,8,148,32
Smithwick's,Beverages,15,15,9,0.14,Shannon Valley Produce,Limerick,No,3.9,3,3,7,274,0
Sweet Potato Fries,Food ,280,3,3,0.11,Green Isle Distributors,Dublin,No,8.84,6,14,6,131,17
Sauvignon Blanc,Beverages,116,8,28,0.03,Connemara Supplies,Mayo,Yes,3.42,2,14,4,18,0
Pepperoni Pizza,Food ,381,22,7,0.08,Claddagh Provisions,Galway,Yes,17.67,3,7,1,243,7
Shepherd's Pie,Food ,57,11,6,0.05,Green Isle Distributors,Dublin,No,2.3,4,3,6,251,2
Corned Beef,Food ,384,10,6,0.05,Emerald Foods Ltd,Cork,Yes,10.97,4,14,4,52,19
Corned Beef,Food ,263,7,12,0.1,Connemara Supplies,Mayo,Yes,9.94,6,7,4,56,1
Irish Coffee,Beverages,132,5,12,0.03,Claddagh Provisions,Galway,Yes,10.02,1,14,4,242,2
Potato Skins,Food ,292,19,18,0.03,Emerald Foods Ltd,Cork,Yes,18.41,5,3,3,170,8
Truffle Mushroom Pizza,Food ,66,14,28,0.04,Emerald Foods Ltd,Cork,Yes,6.04,2,3,7,33,2
Onion Rings,Food ,18,17,14,0.05,Claddagh Provisions,Galway,Yes,11.96,3,7,4,79,0
Irish Nachos,Food ,289,3,19,0.06,Shannon Valley Produce,Limerick,No,1.75,5,3,2,231,14
Corned Beef,Food ,390,9,7,0.11,Claddagh Provisions,Galway,Yes,9.9,4,14,6,35,40
Bread Pudding,Dessert ,383,1,25,0.13,Claddagh Provisions,Galway,Yes,14.76,6,30,1,161,16
Truffle Fries,Food ,202,19,5,0.12,Emerald Foods Ltd,Cork,Yes,12.45,3,7,5,273,7
Margherita Pizza,Food ,264,16,9,0.03,Shannon Valley Produce,Limerick,No,4.63,5,14,1,93,2
Truffle Fries,Food ,181,7,27,0.1,Connemara Supplies,Mayo,Yes,12.32,1,14,5,248,4
Whiskey,Beverages,58,23,5,0.1,Shannon Valley Produce,Limerick,No,12.3,2,14,4,94,4
Margherita Pizza,Food ,138,22,4,0.06,Claddagh Provisions,Galway,Yes,18.48,1,30,1,198,8
Sticky Toffee Pudding,Dessert ,17,2,28,0.07,Claddagh Provisions,Galway,Yes,14.86,5,3,2,257,0
BBQ Chicken Pizza,Food ,101,24,21,0.08,Connemara Supplies,Mayo,Yes,10.85,2,7,3,167,3
Spicy Wedges,Food ,45,7,20,0.12,Connemara Supplies,Mayo,Yes,12.94,6,3,9,299,4
Truffle Mushroom Pizza,Food ,467,12,20,0.06,Claddagh Provisions,Galway,Yes,15.73,4,30,6,197,25
Whiskey,Beverages,110,6,29,0.13,Connemara Supplies,Mayo,Yes,12.72,6,3,3,292,1
Smithwick's,Beverages,413,11,18,0.02,Shannon Valley Produce,Limerick,No,9.62,1,14,6,26,3
Rioja,Beverages,114,24,4,0.12,Emerald Foods Ltd,Cork,Yes,9.07,3,30,4,78,7
Truffle Fries,Food ,142,18,18,0.1,Connemara Supplies,Mayo,Yes,10.41,6,14,6,173,11
Sauvignon Blanc,Beverages,338,10,16,0.09,Shannon Valley Produce,Limerick,No,7.56,1,30,6,222,11
Sweet Potato Fries,Food ,325,18,17,0.07,Shannon Valley Produce,Limerick,No,15.2,3,14,9,131,7
Whiskey,Beverages,448,24,28,0.1,Emerald Foods Ltd,Cork,Yes,13.63,1,14,2,120,24
Baileys Cheesecake,Dessert ,460,8,7,0.1,Shannon Valley Produce,Limerick,No,6.45,5,30,7,48,6
Potato Skins,Food ,270,9,17,0.14,Shannon Valley Produce,Limerick,No,18.93,3,14,9,108,8
Whiskey,Beverages,371,14,11,0.13,Connemara Supplies,Mayo,Yes,19.48,3,30,8,153,36
Guinness,Beverages,261,19,24,0.14,Connemara Supplies,Mayo,Yes,19.36,3,7,4,85,36
Guinness,Beverages,165,24,17,0.1,Shannon Valley Produce,Limerick,No,7.6,3,14,5,84,7
Sauvignon Blanc,Beverages,10,11,13,0.05,Emerald Foods Ltd,Cork,Yes,10.7,2,14,9,265,0
Margherita Pizza,Food ,475,7,20,0.12,Shannon Valley Produce,Limerick,No,4.26,4,14,7,39,1
Sauvignon Blanc,Beverages,146,15,24,0.06,Connemara Supplies,Mayo,Yes,11.81,2,30,8,89,3
Kilkenny,Beverages,393,23,26,0.07,Connemara Supplies,Mayo,Yes,9.44,2,3,6,132,21
Garlic Parmesan Fries,Food ,215,11,24,0.12,Emerald Foods Ltd,Cork,Yes,2.28,6,3,6,276,17
Pinot Noir,Beverages,391,3,7,0.04,Green Isle Distributors,Dublin,No,4.42,3,3,9,196,2
Irish Nachos,Food ,160,24,13,0.04,Shannon Valley Produce,Limerick,No,16.97,1,30,8,236,0
Sticky Toffee Pudding,Dessert ,365,2,14,0.01,Emerald Foods Ltd,Cork,Yes,17.53,3,3,1,163,0
Craft Beer,Beverages,88,9,24,0.09,Shannon Valley Produce,Limerick,No,11.22,1,3,9,151,4
Craft Beer,Beverages,223,22,5,0.14,Claddagh Provisions,Galway,Yes,16.7,4,3,1,182,0
Bread Pudding,Dessert ,479,12,14,0.13,Shannon Valley Produce,Limerick,No,6.54,5,14,2,34,44
Craft Beer,Beverages,33,10,25,0.09,Connemara Supplies,Mayo,Yes,15.52,6,3,3,54,1
Margherita Pizza,Food ,493,14,28,0.05,Claddagh Provisions,Galway,Yes,19.16,2,7,7,123,13
Whiskey,Beverages,319,17,14,0.04,Connemara Supplies,Mayo,Yes,9.79,4,7,7,299,4
Spicy Wedges,Food ,200,23,4,0.04,Connemara Supplies,Mayo,Yes,19.1,1,7,2,50,1
BBQ Chicken Pizza,Food ,244,18,9,0.08,Connemara Supplies,Mayo,Yes,7.32,6,30,5,110,5
Irish Nachos,Food ,163,8,21,0.13,Connemara Supplies,Mayo,Yes,18.16,3,14,1,15,20
Irish Nachos,Food ,159,1,12,0.09,Emerald Foods Ltd,Cork,Yes,9.53,4,30,3,124,10
Irish Stew,Food ,438,10,27,0.06,Connemara Supplies,Mayo,Yes,9.13,3,3,2,297,19
Boxty,Food ,375,22,26,0.12,Emerald Foods Ltd,Cork,Yes,17.38,3,30,7,111,26
Whiskey,Beverages,301,5,7,0.03,Emerald Foods Ltd,Cork,Yes,6.97,5,30,9,55,2
Garlic Parmesan Fries,Food ,227,5,29,0.13,Connemara Supplies,Mayo,Yes,17.0,3,3,7,87,24
Truffle Mushroom Pizza,Food ,196,23,21,0.03,Emerald Foods Ltd,Cork,Yes,17.16,3,14,9,93,4
